단어,어간근사,총건수,문서수,통상수용_건수,통상수용_비율,통상수용_lift,견적반영_건수,견적반영_비율,견적반영_lift,계약·질의검토_건수,계약·질의검토_비율,계약·질의검토_lift,최대lift_라벨,최대lift,chi2_p,모델기여_통상수용,모델기여_견적반영,모델기여_계약·질의검토,모델기여_합
이중화,이중화,22,6,0,0.0,0.0,10,0.4545,1.953,12,0.5455,2.136,계약·질의검토,2.136,7e-06,0.0,0.1379,0.0,0.1379
요구사항에,요구사항,11,4,5,0.4545,0.888,4,0.3636,1.563,2,0.1818,0.712,견적반영,1.563,0.56891,0.0957,0.0,0.0418,0.1375
서비스를,서비스,23,8,3,0.1304,0.255,9,0.3913,1.682,11,0.4783,1.873,계약·질의검토,1.873,0.000987,0.0,0.0,0.1373,0.1373
통합테스트,통합테스트,9,6,6,0.6667,1.302,0,0.0,0.0,3,0.3333,1.305,계약·질의검토,1.305,0.252076,0.0927,0.0,0.0438,0.1365
기술지원,기술지원,30,8,10,0.3333,0.651,4,0.1333,0.573,16,0.5333,2.088,계약·질의검토,2.088,0.001815,0.0,0.0,0.1358,0.1358
스토리지,스토리지,24,4,1,0.0417,0.081,14,0.5833,2.507,9,0.375,1.468,견적반영,2.507,4e-06,0.0,0.1346,0.0,0.1346
AI모델,AI모델,11,3,8,0.7273,1.421,1,0.0909,0.391,2,0.1818,0.712,통상수용,1.421,0.3318,0.0,0.134,0.0,0.134
메모리,메모리,19,7,2,0.1053,0.206,5,0.2632,1.131,12,0.6316,2.473,계약·질의검토,2.473,0.000194,0.0,0.0,0.1332,0.1332
대량의,대량,7,4,0,0.0,0.0,1,0.1429,0.614,6,0.8571,3.356,계약·질의검토,3.356,0.000981,0.0,0.0,0.1329,0.1329
보안요구사항,보안요구사항,5,3,2,0.4,0.781,3,0.6,2.579,0,0.0,0.0,견적반영,2.579,0.11521,0.128,0.0,0.0048,0.1328
전자정부법,전자정부법,8,7,5,0.625,1.221,2,0.25,1.074,1,0.125,0.489,통상수용,1.221,0.687501,0.1318,0.0,0.0,0.1318
결과를,결과,81,9,26,0.321,0.627,24,0.2963,1.273,31,0.3827,1.498,계약·질의검토,1.498,0.001171,0.0,0.0,0.1316,0.1316
데이터레이크,데이터레이크,5,2,0,0.0,0.0,5,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.000251,0.0,0.1315,0.0,0.1315
정의해야,정의해야,11,2,6,0.5455,1.066,1,0.0909,0.391,4,0.3636,1.424,계약·질의검토,1.424,0.473155,0.1119,0.0,0.0176,0.1295
메타데이터를,메타데이터,10,6,3,0.3,0.586,5,0.5,2.149,2,0.2,0.783,견적반영,2.149,0.127905,0.0,0.1295,0.0,0.1295
조직의,조직,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.1286,0.0,0.0,0.1286
웹접근성,웹접근성,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.1284,0.0,0.0,0.1284
이행,이행,29,10,9,0.3103,0.606,12,0.4138,1.778,8,0.2759,1.08,견적반영,1.778,0.036052,0.0,0.0898,0.0384,0.1282
문서의,문서,22,5,6,0.2727,0.533,9,0.4091,1.758,7,0.3182,1.246,견적반영,1.758,0.05286,0.0145,0.1136,0.0,0.1281
사업수행에,사업수행,5,4,4,0.8,1.563,0,0.0,0.0,1,0.2,0.783,통상수용,1.563,0.359644,0.065,0.0,0.0628,0.1278
안정화,안정화,23,9,11,0.4783,0.934,1,0.0435,0.187,11,0.4783,1.873,계약·질의검토,1.873,0.016024,0.116,0.0,0.0115,0.1275
등에,등에,83,10,30,0.3614,0.706,15,0.1807,0.777,38,0.4578,1.793,계약·질의검토,1.793,5.2e-05,0.0,0.0,0.1271,0.1271
기술이전,기술이전,11,8,4,0.3636,0.71,0,0.0,0.0,7,0.6364,2.492,계약·질의검토,2.492,0.009123,0.0,0.0,0.1268,0.1268
개발에,개발,14,8,7,0.5,0.977,5,0.3571,1.535,2,0.1429,0.559,견적반영,1.535,0.437064,0.1255,0.0,0.0,0.1255
일정관리,일정관리,9,5,7,0.7778,1.519,0,0.0,0.0,2,0.2222,0.87,통상수용,1.519,0.181865,0.1255,0.0,0.0,0.1255
정의하여,정의하여,6,3,4,0.6667,1.302,1,0.1667,0.716,1,0.1667,0.653,통상수용,1.302,0.747552,0.1251,0.0,0.0,0.1251
이에,이에,44,10,8,0.1818,0.355,8,0.1818,0.781,28,0.6364,2.492,계약·질의검토,2.492,0.0,0.0,0.0,0.125,0.125
공사의,공사,24,3,14,0.5833,1.14,0,0.0,0.0,10,0.4167,1.631,계약·질의검토,1.631,0.014354,0.0292,0.0,0.0957,0.1249
제공하는,제공하,46,7,15,0.3261,0.637,13,0.2826,1.215,18,0.3913,1.532,계약·질의검토,1.532,0.0262,0.0962,0.0281,0.0,0.1243
문제점,문제점,11,7,10,0.9091,1.776,1,0.0909,0.391,0,0.0,0.0,통상수용,1.776,0.026839,0.1241,0.0,0.0,0.1241
일정계획,일정계획,13,6,12,0.9231,1.803,0,0.0,0.0,1,0.0769,0.301,통상수용,1.803,0.010741,0.124,0.0,0.0,0.124
솔루션을,솔루션,6,4,1,0.1667,0.326,2,0.3333,1.433,3,0.5,1.958,계약·질의검토,1.958,0.213995,0.0,0.0,0.1227,0.1227
제안사에서,제안사,6,2,1,0.1667,0.326,2,0.3333,1.433,3,0.5,1.958,계약·질의검토,1.958,0.213995,0.0,0.0,0.1214,0.1214
학습에,학습,9,5,1,0.1111,0.217,6,0.6667,2.865,2,0.2222,0.87,견적반영,2.865,0.005953,0.0,0.0886,0.0322,0.1208
경우,경우,214,10,92,0.4299,0.84,35,0.1636,0.703,87,0.4065,1.592,계약·질의검토,1.592,0.0,0.0,0.0,0.1201,0.1201
사업자,사업자,15,5,6,0.4,0.781,1,0.0667,0.287,8,0.5333,2.088,계약·질의검토,2.088,0.033537,0.1068,0.0,0.0128,0.1196
프로그램에,프로그램,6,4,3,0.5,0.977,0,0.0,0.0,3,0.5,1.958,계약·질의검토,1.958,0.243968,0.1195,0.0,0.0,0.1195
수시보고,수시보고,4,4,4,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.147302,0.1185,0.0,0.0,0.1185
요구사항,요구사항,71,10,33,0.4648,0.908,14,0.1972,0.847,24,0.338,1.323,계약·질의검토,1.323,0.24593,0.0943,0.0,0.024,0.1183
보고서,보고서,34,8,10,0.2941,0.575,10,0.2941,1.264,14,0.4118,1.612,계약·질의검토,1.612,0.027028,0.1174,0.0,0.0,0.1174
모델별,모델별,12,7,5,0.4167,0.814,4,0.3333,1.433,3,0.25,0.979,견적반영,1.433,0.68862,0.0,0.0679,0.0495,0.1174
확인,확인,70,10,36,0.5143,1.005,23,0.3286,1.412,11,0.1571,0.615,견적반영,1.412,0.053475,0.1167,0.0,0.0,0.1167
비용은,비용,23,8,4,0.1739,0.34,5,0.2174,0.934,14,0.6087,2.383,계약·질의검토,2.383,0.000223,0.0,0.0,0.1166,0.1166
자문조직의,자문조직,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.1157,0.0,0.0,0.1157
기능과,기능,12,7,9,0.75,1.465,0,0.0,0.0,3,0.25,0.979,통상수용,1.465,0.12389,0.103,0.0126,0.0,0.1156
추진,추진,29,10,19,0.6552,1.28,2,0.069,0.296,8,0.2759,1.08,통상수용,1.28,0.095447,0.1147,0.0,0.0,0.1147
기타,기타,67,10,25,0.3731,0.729,11,0.1642,0.706,31,0.4627,1.812,계약·질의검토,1.812,0.000285,0.0,0.0,0.1144,0.1144
학습모델,학습모델,5,2,3,0.6,1.172,1,0.2,0.86,1,0.2,0.783,통상수용,1.172,0.923241,0.0,0.1143,0.0,0.1143
민원신청,민원신청,11,1,5,0.4545,0.888,6,0.5455,2.344,0,0.0,0.0,견적반영,2.344,0.022424,0.1132,0.0,0.0,0.1132
연계,연계,98,10,38,0.3878,0.757,28,0.2857,1.228,32,0.3265,1.278,계약·질의검토,1.278,0.033428,0.0485,0.0,0.0645,0.113
원활한,원활한,21,6,11,0.5238,1.023,4,0.1905,0.819,6,0.2857,1.119,계약·질의검토,1.119,0.8835,0.1128,0.0,0.0,0.1128
과정의,과정,12,8,8,0.6667,1.302,1,0.0833,0.358,3,0.25,0.979,통상수용,1.302,0.419848,0.1124,0.0,0.0,0.1124
제시하고,제시하고,43,7,25,0.5814,1.136,5,0.1163,0.5,13,0.3023,1.184,계약·질의검토,1.184,0.179036,0.112,0.0,0.0,0.112
유지관리에,유지관리,6,5,4,0.6667,1.302,0,0.0,0.0,2,0.3333,1.305,계약·질의검토,1.305,0.400244,0.112,0.0,0.0,0.112
발주기관의,발주기관,36,8,21,0.5833,1.14,5,0.1389,0.597,10,0.2778,1.088,통상수용,1.14,0.393958,0.0,0.0,0.1117,0.1117
표준과,표준,5,4,5,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.091019,0.1115,0.0,0.0,0.1115
이행하지,이행하지,5,5,1,0.2,0.391,0,0.0,0.0,4,0.8,3.132,계약·질의검토,3.132,0.018661,0.0,0.0,0.1114,0.1114
정합성을,정합성,10,6,7,0.7,1.367,1,0.1,0.43,2,0.2,0.783,통상수용,1.367,0.452685,0.1107,0.0,0.0,0.1107
사용자의,사용자,42,10,17,0.4048,0.791,11,0.2619,1.126,14,0.3333,1.305,계약·질의검토,1.305,0.333842,0.0213,0.0,0.0888,0.1101
시간으로부터,시간으로,5,3,0,0.0,0.0,0,0.0,0.0,5,1.0,3.915,계약·질의검토,3.915,0.000657,0.0,0.0,0.1101,0.1101
텍스트로,텍스트,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.1089,0.1089
로그,로그,59,9,28,0.4746,0.927,16,0.2712,1.165,15,0.2542,0.995,견적반영,1.165,0.750728,0.1057,0.003,0.0,0.1087
하도급,하도급,9,5,6,0.6667,1.302,0,0.0,0.0,3,0.3333,1.305,계약·질의검토,1.305,0.252076,0.1087,0.0,0.0,0.1087
3초,3초,9,5,1,0.1111,0.217,0,0.0,0.0,8,0.8889,3.48,계약·질의검토,3.48,6.6e-05,0.0,0.0,0.1078,0.1078
마련,마련,44,9,19,0.4318,0.844,16,0.3636,1.563,9,0.2045,0.801,견적반영,1.563,0.107973,0.0375,0.0698,0.0,0.1073
준용,준용,9,5,8,0.8889,1.736,1,0.1111,0.478,0,0.0,0.0,통상수용,1.736,0.066477,0.107,0.0,0.0,0.107
모니터링하고,모니터링하고,7,4,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.107,0.0,0.107
이상(서비스,이상(서비스,4,1,0,0.0,0.0,3,0.75,3.223,1,0.25,0.979,견적반영,3.223,0.035481,0.0,0.0,0.107,0.107
지원하여야,지원하여야,16,4,4,0.25,0.488,4,0.25,1.074,8,0.5,1.958,계약·질의검토,1.958,0.049381,0.0323,0.0342,0.0401,0.1066
가능해야,가능해야,35,7,3,0.0857,0.167,14,0.4,1.719,18,0.5143,2.014,계약·질의검토,2.014,1e-06,0.0,0.0121,0.0944,0.1065
저작권,저작권,16,7,11,0.6875,1.343,0,0.0,0.0,5,0.3125,1.224,통상수용,1.343,0.083033,0.1063,0.0,0.0,0.1063
장애복구,장애복구,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.1059,0.1059
처리할,처리할,13,8,2,0.1538,0.301,6,0.4615,1.984,5,0.3846,1.506,견적반영,1.984,0.028269,0.0,0.0952,0.0104,0.1056
수집하는,수집하,6,2,1,0.1667,0.326,3,0.5,2.149,2,0.3333,1.305,견적반영,2.149,0.182285,0.0,0.1046,0.0,0.1046
사업자는,사업자,49,10,22,0.449,0.877,8,0.1633,0.702,19,0.3878,1.518,계약·질의검토,1.518,0.081259,0.0805,0.0,0.023,0.1035
허용되는,허용되,5,3,0,0.0,0.0,0,0.0,0.0,5,1.0,3.915,계약·질의검토,3.915,0.000657,0.0,0.0,0.1029,0.1029
사업이,사업,10,6,9,0.9,1.758,1,0.1,0.43,0,0.0,0.0,통상수용,1.758,0.042395,0.1015,0.0,0.0,0.1015
보완·테스트를,보완·테스트,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.1015,0.1015
공동수급,공동수급,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.1013,0.0,0.0,0.1013
메시지,메시지,16,6,8,0.5,0.977,3,0.1875,0.806,5,0.3125,1.224,계약·질의검토,1.224,0.837307,0.101,0.0,0.0,0.101
시간을,시간,11,6,1,0.0909,0.178,5,0.4545,1.953,5,0.4545,1.78,견적반영,1.953,0.018894,0.0,0.0,0.1009,0.1009
플랫폼,플랫폼,75,9,17,0.2267,0.443,39,0.52,2.235,19,0.2533,0.992,견적반영,2.235,0.0,0.0,0.0421,0.0584,0.1005
단계별,단계별,81,10,38,0.4691,0.916,27,0.3333,1.433,16,0.1975,0.773,견적반영,1.433,0.069007,0.0239,0.0765,0.0,0.1004
평가,평가,45,9,12,0.2667,0.521,18,0.4,1.719,15,0.3333,1.305,견적반영,1.719,0.002057,0.0,0.0,0.1003,0.1003
허가된,허가된,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.1003,0.0,0.0,0.1003
표준관리를,표준관리,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.1002,0.0,0.0,0.1002
파일을,파일,14,8,3,0.2143,0.419,10,0.7143,3.07,1,0.0714,0.28,견적반영,3.07,9.5e-05,0.0,0.0998,0.0,0.0998
단계,단계,27,7,9,0.3333,0.651,7,0.2593,1.114,11,0.4074,1.595,계약·질의검토,1.595,0.114596,0.0109,0.0887,0.0,0.0996
메뉴,메뉴,16,5,11,0.6875,1.343,4,0.25,1.074,1,0.0625,0.245,통상수용,1.343,0.185068,0.0989,0.0,0.0,0.0989
단위테스트,단위테스트,7,4,7,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.034642,0.0802,0.0,0.0185,0.0987
다양한,다양한,83,9,29,0.3494,0.683,32,0.3855,1.657,22,0.2651,1.038,견적반영,1.657,0.000961,0.0,0.0984,0.0,0.0984
